temperature,tourists,price,promotion,rain,weekend,festival,sales
32,240,25,0,0,0,0,190
30,105,25,0,0,0,0,120
25,291,25,0,0,0,0,189
30,261,25,0,0,0,1,276
32,202,20,1,0,0,0,240
31,273,30,0,0,0,0,188
34,273,30,0,0,0,0,198
36,68,25,0,0,1,0,144
36,213,25,0,0,1,0,211
33,305,25,0,0,0,0,236
34,316,25,0,0,1,0,274
35,154,20,1,0,0,0,208
25,274,25,1,0,1,0,241
31,267,30,0,0,0,0,203
37,120,25,1,0,1,0,221
36,288,20,0,0,0,0,236
35,161,25,0,0,0,0,169
25,239,20,1,0,0,0,190
31,201,25,0,1,0,0,138
33,215,30,0,0,0,1,211
32,302,30,1,1,1,0,240
31,144,20,1,1,1,0,167
25,250,25,0,0,0,0,167
27,126,20,0,0,0,0,148
25,272,25,1,1,1,0,214
32,153,25,0,0,0,0,148
31,107,30,1,1,0,0,95
29,182,25,1,0,0,0,194
25,196,30,0,0,0,0,119
26,235,20,1,0,0,0,236
29,274,25,1,0,1,0,290
26,241,25,0,0,0,0,186
26,82,30,0,0,1,1,175
37,252,30,1,0,0,0,269
33,208,20,0,0,1,0,222
27,213,20,1,0,0,0,213
26,92,25,0,0,1,0,91
35,247,25,1,0,1,0,261
30,140,25,0,0,0,0,161
31,129,25,0,0,0,0,131
33,66,30,1,0,0,1,174
25,187,20,0,0,0,0,151
27,66,25,0,0,1,0,116
35,180,25,0,1,0,0,147
34,288,20,1,0,0,0,274
36,220,20,0,0,0,1,283
32,173,25,0,0,1,0,175
35,197,30,1,0,1,0,240
34,268,20,1,0,1,1,328
27,234,25,0,0,1,1,242
37,81,30,1,0,1,0,161
34,80,30,0,1,1,0,73
34,313,25,0,0,1,0,262
35,243,20,0,0,0,0,192
31,219,30,1,0,0,0,210
33,223,25,1,0,0,0,244
35,94,25,1,0,1,0,188
33,265,25,1,0,1,0,296
35,82,25,1,0,1,0,198
27,313,25,0,0,0,0,221
27,229,20,0,0,1,0,207
29,313,25,1,1,0,0,246
35,83,20,0,1,1,0,99
30,184,25,1,0,0,0,211
24,310,30,0,0,0,0,176
32,217,25,0,0,0,0,163
31,258,30,1,1,0,0,213
31,259,20,0,0,1,1,262
28,277,30,0,0,0,0,173
28,100,25,0,0,0,0,106
29,241,25,1,0,0,0,229
24,186,20,0,0,0,0,138
32,273,20,1,0,1,0,271
36,251,25,0,0,0,0,210
33,98,20,0,0,0,0,126
26,298,25,0,0,0,0,204
29,181,25,0,0,1,1,229
25,298,25,0,0,0,0,199
29,316,25,1,0,0,0,263
36,293,20,0,0,0,0,241
33,79,30,0,0,0,0,122
35,170,20,1,0,0,0,230
36,212,30,1,0,0,0,227
26,193,20,1,0,0,1,263
34,175,20,0,0,0,0,145
28,153,25,0,0,0,0,136
27,179,25,1,0,0,0,198
24,291,25,0,0,1,0,215
27,318,25,0,0,0,0,214
31,223,30,1,1,1,0,195
35,225,25,1,0,0,0,229
31,124,25,1,0,0,0,143
26,142,30,0,0,1,0,129
29,106,25,0,0,0,0,90
25,314,25,1,0,1,0,282
31,69,25,0,1,0,0,34
29,192,30,1,0,1,0,195
33,93,20,0,0,0,0,127
25,210,20,0,0,1,1,252
34,292,25,0,0,0,0,210
26,318,25,0,0,0,0,232
37,233,20,1,1,1,0,237
34,301,20,0,0,0,0,240
32,226,25,0,0,0,0,159
29,290,30,0,1,0,0,152
24,262,25,0,0,0,0,180
33,210,25,1,0,0,0,243
27,303,25,0,0,1,0,226
27,183,25,1,0,0,0,169
27,238,25,1,0,0,0,252
25,87,20,0,0,0,0,112
31,307,25,0,0,1,0,267
30,257,25,0,0,1,0,230
27,300,25,0,0,0,0,207
25,280,25,0,1,1,0,190
31,169,25,0,0,0,1,220
26,63,25,0,1,0,0,18
36,189,25,0,0,1,0,202
30,123,30,0,0,0,0,85
29,154,30,1,1,1,0,190
33,297,20,0,0,1,0,275
32,74,30,0,0,0,0,83
33,225,20,0,0,1,0,246
28,301,30,0,0,0,1,257
34,236,25,0,1,0,0,175
31,259,20,1,0,1,0,257
32,99,25,0,0,1,0,125
29,161,20,0,0,0,0,149
33,193,30,1,0,1,0,224
26,300,20,0,0,0,0,201
28,173,25,0,1,0,0,89
36,208,25,0,0,0,0,199
36,298,25,1,0,0,1,348
27,61,25,0,0,0,0,74
27,77,25,1,0,0,0,110
25,89,25,0,0,0,1,167
31,167,30,0,1,0,0,107
36,82,30,1,1,0,0,105
37,107,20,1,0,0,1,241
32,271,25,0,1,1,0,204
29,186,20,0,0,0,1,218
31,82,30,1,0,0,0,105
31,99,25,0,0,1,0,127
31,123,25,0,0,0,0,122
36,131,20,0,0,0,0,146
29,137,30,1,0,0,0,178
24,61,25,0,0,0,0,47
24,63,25,0,0,0,0,72
32,275,30,1,1,0,0,235
25,302,30,1,0,0,0,245
24,75,25,1,0,0,0,124
28,219,25,0,0,0,0,153
35,86,30,1,0,1,0,201
34,74,20,0,0,1,1,183
29,287,25,0,0,0,0,198
28,74,25,0,0,1,0,130
29,311,20,0,0,0,0,227
24,71,25,0,1,1,0,34
31,130,20,0,0,0,0,120
25,287,25,1,0,0,0,206
26,129,25,1,0,0,1,234
34,171,30,0,0,1,1,228
26,228,25,1,0,0,0,210
31,119,30,0,0,1,0,152
34,119,20,0,0,1,0,169
31,134,20,0,0,0,0,110
27,259,30,1,0,0,0,202
34,296,25,0,1,1,0,217
30,84,30,1,1,0,0,95
25,167,25,1,0,0,0,180
32,215,20,1,0,1,0,287
